Company,Title,Date,URL,Description
Google,Boom in January jobs shows employers fear worker shortage more than recession,2/3/2023 6:29:46 PM,https://www.cnbc.com/2023/02/03/january-job-boom-shows-employers-fear-worker-shortage-most-of-all.html,"January's super strong jobs report underscores that employers are more worried about not having enough workers than they are about a slowing economy.The economy added a stunning 517,000 jobs in January, almost three times the Dow Jones consensus forecast of 187,000. The unemployment rate fell to a 5",
Google,Can you file for unemployment if you're getting severance or freelancing? Here’s what to know,2/7/2023 7:34:59 PM,https://www.cnbc.com/2023/02/07/how-severance-packages-and-freelancing-impact-unemployment-benefits.html,"Loud layoffs are hitting the white-collar sector with tens of thousands of workers across tech, finance and media being let go en masse.For some, it could be their first time going through a layoff, or at least their first time outside of the 2020 pandemic downturn.You may remember that during peak",
Google,"Dell to lay off 6,650 workers, or 5% of its workforce",2/6/2023 3:49:38 PM,https://www.cnbc.com/2023/02/06/dell-to-lay-off-6650-workers-or-5percent-of-its-workforce.html,"Dell on Monday announced plans to lay off 5 of its workforce, or about 6,650 employees, according to an SEC filing. The cuts at Dell come as demand for PCs and laptops has slowed globally. Global shipments of PCs were down 28 year over year in the fourth quarter of 2022, according to industry anal","6,650 employees"
Google,The 7 most in-demand tech skills for freelancers—many pay more than $125 an hour,2/5/2023 5:00:01 PM,https://www.cnbc.com/2023/02/05/most-in-demand-tech-skills-for-freelancersmany-pay-more-than-125-an-hour.html,"Tech companies have been making headlines for mass layoffs of late. Google, Microsoft and Amazon all announced they'd be letting go of tens of thousands altogether and Twitter and Meta both announced layoffs in the fall.But demand for tech skills remains high. ""The skills gap is still sharp, it's st",
Google,How this 31-year-old tech worker built a community to help her peers bounce back from layoffs,12/21/2022 5:00:01 PM,https://www.cnbc.com/2022/12/21/millennial-tech-worker-founded-community-here2help-to-help-laid-off-peers-bounce-back.html,"The last two years have posed several challenges for U.S. workers. The coronavirus pandemic shook the corporate world, with millions of professionals still out of work due to long Covid. Recent tech layoffs have also shaken professionals nationwide. These circumstances have left many Americans unsur",
Google,"Laid off tech workers from Meta, Google and Twitter are being wooed by the federal government",12/13/2022 6:31:39 PM,https://www.cnbc.com/2022/12/13/laid-off-tech-workers-are-being-wooed-by-the-federal-government.html,"The seemingly breathless pace of layoffs across the tech sector may seem staggering. In November alone, the 76,835 layoffs were nearly double from October.But the total number, year to date, is the second lowest on record, according to a report by Challenger, Gray & Christmas which has been tracking",
Google,Why the case is growing for a Federal Reserve interest rate cut before year end,1/31/2023 10:07:49 PM,https://www.cnbc.com/2023/01/31/why-the-case-is-growing-for-a-fed-rate-cut-before-year-end.html,"The Fed interest rate policy path is pretty clear for the next few months of Federal Reserve FOMC meetings. A 25 basis point hike, or quarter-point increase, is coming this Wednesday, and likely one more at the following meeting, but after that, the disagreement between the market and the Fed begins",
Google,Spotify cuts 6% of its workforce — read the memo CEO Daniel Ek sent to staff,1/23/2023 4:05:11 PM,https://www.cnbc.com/2023/01/23/spotify-to-cut-6percent-of-its-workforce-as-tech-layoffs-continue.html,"Spotify announced Monday it's cutting 6 of its global workforce as the music streaming company contends with a gloomy economic environment that has seen consumers and advertisers alike limit their spending.Spotify has a total workforce of around 9,800 people, which means the cuts impact about 600 e","9,800 people"
Google,5 things to know before the stock market opens Tuesday,1/24/2023 1:59:01 PM,https://www.cnbc.com/2023/01/24/5-things-to-know-before-the-stock-market-opens-tuesday-january-24.html,"Here are the most important news items that investors need to start their trading day:1. Staying in the greenLackluster earnings? Economic indicators pointing toward a recession? No problem. At least not so far. U.S. stock markets are green so far in this short-lived year, picking up some momentum i",
Google,Tech layoffs send visa holders on frantic search for employment to avoid deportation,12/2/2022 4:00:01 PM,https://www.cnbc.com/2022/12/02/tech-layoffs-leave-visa-holders-scrambling-for-jobs-to-remain-in-us.html,"After years of seemingly boundless expansion, the U.S. tech industry has hit a wall. Companies are in cash preservation mode, leading to thousands of job cuts a month and a surge of layoffs in November.While the sudden loss of a paycheck can be devastating for anyone, especially during the holiday s",
